name,url,ts_ignore,any,specific_types,qty_js_files,qty_ts_files,TLOC,JS_LOC,tsconfig_path,strict,strictNullChecks,strictBindCallApply,strictFunctionTypes,strictPropertyInitialization,noImplicitAny,noImplicitThis,alwaysStrict,releases,age,created_at,prev_year_commit,prev_year_ts_ignore,prev_year_any,prev_year_specific_types,prev_year_TLOC,prev_year_JS_LOC,prev_year_tsconfig_path,prev_year_strict,prev_year_strictNullChecks,prev_year_strictBindCallApply,prev_year_strictFunctionTypes,prev_year_strictPropertyInitialization,prev_year_noImplicitAny,prev_year_noImplicitThis,prev_year_alwaysStrict
chatbot-ui,https://github.com/mckaywrigley/chatbot-ui,0,132,1675,10,200,26502,69,repos\chatbot-ui\tsconfig.json,1,1,1,1,1,1,1,1,0,1,2023-03-11T14:53:14Z,,0,132,1675,26502,69,repos\chatbot-ui\tsconfig.json,1,1,1,1,1,1,1,1
mattermost,https://github.com/mattermost/mattermost,14,610,16993,1308,2502,463026,87724,not_found,0,0,0,0,0,0,0,0,650,9,2015-06-15T06:50:02Z,ee6457c3dfaa903d979e2fcc4bf33113f07da1fb,13,660,16987,448290,106746,not_found,0,0,0,0,0,0,0,0
editor.js,https://github.com/codex-team/editor.js,1,155,1534,6,470,35142,247,repos\editor.js\tsconfig.json,1,1,1,1,1,1,1,1,92,9,2015-11-28T20:56:35Z,5e8fe06dd61e18c76d57c8caa619af1ebd390a84,1,152,1414,28045,241,repos\editor.js\tsconfig.json,0,0,0,0,0,0,0,0
cheerio,https://github.com/cheeriojs/cheerio,1,4,305,4,40,6429,264,repos\cheerio\tsconfig.json,1,1,1,1,1,1,1,1,58,13,2011-10-09T04:23:20Z,005b219ae9f4c23beb0f528d37566f5ec9921842,1,8,287,6425,305,repos\cheerio\tsconfig.json,1,1,1,1,1,1,1,1
postcss,https://github.com/postcss/postcss,0,4,316,62,48,7891,4356,repos\postcss\tsconfig.json,1,1,1,1,1,1,1,1,259,11,2013-09-24T23:06:48Z,fa8cd158fd174429bd3f2234dc1339d9aee1b84b,0,4,309,7722,4284,repos\postcss\tsconfig.json,1,1,1,1,1,1,1,1
uppy,https://github.com/transloadit/uppy,80,132,2080,332,556,52112,14637,repos\uppy\tsconfig.json,0,0,0,0,0,0,0,0,121,9,2015-11-16T12:32:33Z,472cc9352d1f08e7597d15e633c2bbfe1cdb844b,18,50,1009,48640,43054,not_found,0,0,0,0,0,0,0,0
bulletproof-react,https://github.com/alan2207/bulletproof-react,0,88,535,6,324,20131,852,not_found,0,0,0,0,0,0,0,0,0,3,2021-05-30T14:47:16Z,5736800627172d01a5b8658e7ae4802821fbd453,0,37,160,5285,556,repos\bulletproof-react\tsconfig.json,1,1,1,1,1,1,1,1
DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,8,188804,1243240,246,69906,6908026,815,repos\DefinitelyTyped\tsconfig.json,0,0,0,0,0,0,0,0,1,12,2012-10-05T16:39:45Z,e2351cb03d18c520b908836dd38365efd563c104,5,189453,1255862,6913949,1081,repos\DefinitelyTyped\tsconfig.json,0,0,0,0,0,0,0,0
react-spring,https://github.com/pmndrs/react-spring,13,204,835,14,494,26568,826,repos\react-spring\tsconfig.json,1,1,1,1,1,1,1,1,50,6,2018-03-07T15:39:32Z,f6dd6bdf511bb568232f5128edf83b2d3a031d00,13,202,829,25448,881,repos\react-spring\tsconfig.json,1,1,1,1,1,1,1,1
outline,https://github.com/outline/outline,0,130,5405,464,1690,142744,6835,repos\outline\tsconfig.json,0,1,0,0,0,1,0,1,138,8,2016-05-22T21:31:47Z,71c4c88bbe76e712e803406ae51899d33e0bd353,0,129,4519,117788,5699,repos\outline\tsconfig.json,0,1,0,0,0,1,0,1
lossless-cut,https://github.com/mifi/lossless-cut,0,9,1758,0,144,20439,0,repos\lossless-cut\tsconfig.json,0,0,0,0,0,0,0,0,99,8,2016-10-30T10:49:56Z,a32a1a35de072671a70ccf03e07cb3d1e03ffb6d,0,0,77,15233,15233,not_found,0,0,0,0,0,0,0,0
graphql-engine,https://github.com/hasura/graphql-engine,0,0,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0,274,6,2018-06-18T07:57:36Z,0b56c3d317d51984b50d28b3ea5f99e42d9c58bc,15,600,20059,485414,98265,not_found,0,0,0,0,0,0,0,0
react-select,https://github.com/JedWatson/react-select,12,25,621,8,118,20203,122,repos\react-select\tsconfig.json,1,1,1,1,1,1,1,1,56,10,2014-08-26T04:27:45Z,17ab36ec89e6e2b05071cdafecb44421f1e91334,12,25,621,20201,122,repos\react-select\tsconfig.json,1,1,1,1,1,1,1,1
react-three-fiber,https://github.com/pmndrs/react-three-fiber,3,148,349,4,84,8130,78,repos\react-three-fiber\tsconfig.json,1,1,1,1,1,1,0,1,109,5,2019-02-25T14:31:51Z,2ad846f29b7172ab284561ad3afdd2bb739ef46d,8,148,308,7684,41,repos\react-three-fiber\tsconfig.json,1,1,1,1,1,1,0,1
mobx,https://github.com/mobxjs/mobx,52,461,1467,194,210,154321,135849,repos\mobx\tsconfig.json,1,1,1,1,1,0,0,1,109,9,2015-03-14T14:31:38Z,807c68a799182ab775eaa5d14e6ea44f896937ab,51,435,1390,152126,135301,repos\mobx\tsconfig.json,1,1,1,1,1,0,0,1
full-stack-fastapi-template,https://github.com/fastapi/full-stack-fastapi-template,1,17,199,2,46,4950,36,not_found,0,0,0,0,0,0,0,0,9,5,2019-02-23T15:08:34Z,6c9f70281bea76f580e513ffd248d1f21e077afd,0,3,54,734,45,not_found,0,0,0,0,0,0,0,0
tiptap,https://github.com/ueberdosis/tiptap,56,97,990,174,752,33544,8660,repos\tiptap\tsconfig.json,1,1,1,1,1,1,1,1,838,6,2018-08-20T19:58:58Z,6135f4387a6d8cf4768c0bcdbb0ba04e4a7f8236,46,95,869,30192,10221,repos\tiptap\tsconfig.json,1,1,1,1,1,1,1,1
ink,https://github.com/vadimdemedes/ink,0,86,389,2,100,10484,55,repos\ink\tsconfig.json,0,0,0,0,0,0,0,0,52,7,2017-06-12T06:12:28Z,28854d48a33178a09ed82f8f02770b55f642b8ec,0,83,386,10430,55,repos\ink\tsconfig.json,0,0,0,0,0,0,0,0
xstate,https://github.com/statelyai/xstate,3,171,1029,54,444,28770,2053,repos\xstate\tsconfig.json,1,1,1,1,1,1,1,1,376,9,2015-09-14T15:04:15Z,b4503a5f96d93e3969bc6c7f4fb00be773432f24,6,184,800,23259,2021,repos\xstate\tsconfig.json,1,1,1,1,1,1,1,1
directus,https://github.com/directus/directus,7,749,6878,56,3192,122817,828,not_found,0,0,0,0,0,0,0,0,315,12,2012-12-12T01:35:36Z,fe1a059d0d541d038d99b4b187acaa22f77a4bf8,5,807,5806,109069,1921,not_found,0,0,0,0,0,0,0,0
headlessui,https://github.com/tailwindlabs/headlessui,4,80,1618,28,320,38700,256,not_found,0,0,0,0,0,0,0,0,119,4,2020-09-16T09:53:09Z,bfacb648dc5f45129eab53bc815bcee3001f0c9f,6,76,1399,32944,276,not_found,0,0,0,0,0,0,0,0
xyflow,https://github.com/xyflow/xyflow,8,64,1359,10,458,31297,178,not_found,0,0,0,0,0,0,0,0,275,5,2019-07-15T14:47:30Z,f7911fd81d2f0a206c50a4dd79cf9148a6ee663a,7,41,1082,23772,172,not_found,0,0,0,0,0,0,0,0
angular-cli,https://github.com/angular/angular-cli,7,302,8991,46,2426,350024,196903,repos\angular-cli\tsconfig.json,1,1,1,1,1,1,1,1,763,9,2015-06-04T19:49:37Z,8915ca98d7e7defff2979b17ad2867eae4947ab4,1,249,7670,303422,175122,repos\angular-cli\tsconfig.json,1,1,1,1,1,1,1,1
create-t3-app,https://github.com/t3-oss/create-t3-app,0,2,191,30,180,10095,509,repos\create-t3-app\tsconfig.json,1,1,1,1,1,1,1,1,135,2,2022-05-24T13:31:01Z,4834ec3cd16c8dba4be1bcd2a9b162c37a0bc7d2,0,2,171,8679,56,repos\create-t3-app\tsconfig.json,1,1,1,1,1,1,1,1
mantine,https://github.com/mantinedev/mantine,2,488,4375,4,2118,177506,32,repos\mantine\tsconfig.json,1,1,1,1,1,1,1,1,238,3,2021-01-07T14:02:19Z,59472eabf16458f7b032e90287e2ca956e9c77ad,2,352,3448,132627,207,repos\mantine\tsconfig.json,0,0,0,0,0,0,0,0
ngx-admin,https://github.com/akveo/ngx-admin,0,161,319,4,484,14164,77,repos\ngx-admin\tsconfig.json,0,0,0,0,0,0,0,0,19,8,2016-05-25T10:09:03Z,651dadee338493143b96749f33a70e2322c07bb5,0,161,319,14164,77,repos\ngx-admin\tsconfig.json,0,0,0,0,0,0,0,0
discord.js,https://github.com/discordjs/discord.js,4,220,5419,714,836,100940,37344,repos\discord.js\tsconfig.json,1,1,1,1,1,1,1,1,247,9,2015-08-10T13:36:26Z,6dca8013af4e91a08851aa2de0793691a3727817,4,147,5276,95956,36568,repos\discord.js\tsconfig.json,1,1,1,1,1,1,1,1
table,https://github.com/TanStack/table,10,128,1245,134,466,34410,3721,repos\table\tsconfig.json,1,1,1,1,1,1,1,1,263,8,2016-10-20T17:25:08Z,a1e9732e6fc3446a2ae80db72a1f2b46a5c11e46,9,119,885,34309,11000,repos\table\tsconfig.json,0,0,0,0,0,0,0,0
everyone-can-use-english,https://github.com/ZuodaoTech/everyone-can-use-english,4,224,2476,50,334,57338,1827,not_found,0,0,0,0,0,0,0,0,38,5,2019-03-15T16:33:53Z,0af7098b24ff24741976e2751f26cc47031343e8,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0
react-admin,https://github.com/marmelab/react-admin,128,659,2852,70,798,122653,2857,not_found,0,0,0,0,0,0,0,0,367,8,2016-07-13T07:58:54Z,a1226d6c0ef16f0a25e023b63cbbd1c6b34e2e3a,92,549,2242,95300,2933,not_found,0,0,0,0,0,0,0,0
refined-github,https://github.com/refined-github/refined-github,0,6,965,8,138,19988,397,repos\refined-github\tsconfig.json,0,0,0,0,0,0,0,0,156,8,2016-02-15T16:45:02Z,4bf9306fd02592ab851cd1a5d85b900817ad4d04,0,6,920,17783,60,repos\refined-github\tsconfig.json,0,0,0,0,0,0,0,0
next-auth,https://github.com/nextauthjs/next-auth,4,112,2735,72,618,44843,1207,not_found,0,0,0,0,0,0,0,0,1000,6,2018-01-27T12:28:16Z,1349ed33da3280162bd8156a80e0a4659cb873dd,2,119,2116,33650,1527,not_found,0,0,0,0,0,0,0,0
devtools-v6,https://github.com/vuejs/devtools-v6,0,139,562,132,258,17231,4216,repos\devtools-v6\tsconfig.json,0,0,1,1,0,0,1,1,90,10,2014-09-29T03:52:07Z,bc09ebf720bdb8216b6231d0f27400ada098cd39,11,144,544,15772,3682,repos\devtools-v6\tsconfig.json,0,0,1,1,0,0,1,1
payload,https://github.com/payloadcms/payload,77,363,19893,356,4734,353373,73141,repos\payload\tsconfig.json,0,0,0,0,0,0,0,0,440,3,2021-01-05T18:49:45Z,77a7c832511eeb622ab91daa17e642e710db5615,16,245,8631,158132,3259,not_found,0,0,0,0,0,0,0,0
element-plus,https://github.com/element-plus/element-plus,2,171,2143,6,1800,60192,365,repos\element-plus\tsconfig.json,0,0,0,0,0,0,0,0,202,4,2020-07-21T06:51:19Z,dfad5539f5c51ae11378378ac73d90c53e33b274,2,170,1987,55492,367,repos\element-plus\tsconfig.json,0,0,0,0,0,0,0,0
coc.nvim,https://github.com/neoclide/coc.nvim,0,574,7898,40,562,70310,1915,repos\coc.nvim\tsconfig.json,1,0,1,1,0,0,1,1,82,6,2018-05-01T22:39:02Z,e3f91b5ed551ae95d1f5c3b75f557f188ad17b52,0,573,7858,69920,1913,repos\coc.nvim\tsconfig.json,1,0,1,1,0,0,1,1
autocomplete,https://github.com/withfig/autocomplete,0,16,1208,0,2922,2231438,0,repos\autocomplete\tsconfig.json,0,0,0,0,0,0,0,0,1000,4,2020-09-29T02:21:06Z,8256af79a4811d84632dcc3c980bb814c26fa871,0,12,1146,1303078,169,repos\autocomplete\tsconfig.json,0,0,0,0,0,0,0,0
medusa,https://github.com/medusajs/medusa,121,1530,28501,296,9866,517067,6619,not_found,0,0,0,0,0,0,0,0,97,4,2020-01-18T13:39:04Z,f90ba02087778d8131aed3a59a6dc9c8ca3c95f4,100,583,19853,501644,118343,not_found,0,0,0,0,0,0,0,0
drizzle-orm,https://github.com/drizzle-team/drizzle-orm,26,565,6975,6,1028,100472,1704,repos\drizzle-orm\tsconfig.json,0,0,0,0,0,0,0,0,104,3,2021-06-24T09:03:05Z,0a8127cc72bf3ba50410a5a367fd5bdc7b3d513f,2,190,3157,38615,85,not_found,0,0,0,0,0,0,0,0
PicGo,https://github.com/Molunerfinn/PicGo,14,61,755,26,186,7673,588,repos\PicGo\tsconfig.json,1,1,1,1,1,1,1,1,55,7,2017-12-12T08:39:44Z,050a3dd602b1bbef235618e316f49a03c9fef6c2,14,61,751,7608,588,repos\PicGo\tsconfig.json,1,1,1,1,1,1,1,1
NativeScript,https://github.com/NativeScript/NativeScript,0,0,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0,154,9,2015-03-01T09:47:08Z,,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0
recharts,https://github.com/recharts/recharts,0,307,2818,6,304,53601,142,not_found,0,0,0,0,0,0,0,0,55,9,2015-08-07T06:50:27Z,27a47c1f3c5f1864854bf6e58811ada7cb1756a0,1,396,1751,38301,165,not_found,0,0,0,0,0,0,0,0
homebridge,https://github.com/homebridge/homebridge,5,23,317,10,36,4332,89,repos\homebridge\tsconfig.json,1,1,1,1,1,1,1,1,41,10,2014-12-01T16:37:39Z,50f91541bc8731ed0c794f1370d9b76f49443d11,5,20,303,4296,62,repos\homebridge\tsconfig.json,1,1,1,1,1,1,1,1
components,https://github.com/angular/components,4,332,7267,48,3364,138992,1161,repos\components\tsconfig.json,0,1,1,1,0,1,1,0,516,8,2016-01-04T18:50:02Z,76cda4202c3c10192f386b03b583774725fa0451,4,446,6705,133274,1246,repos\components\tsconfig.json,0,1,1,1,0,1,1,0
openai-translator,https://github.com/openai-translator/openai-translator,3,120,727,4,170,18016,125,repos\openai-translator\tsconfig.json,1,1,1,1,1,1,1,1,185,1,2023-03-04T05:21:09Z,7cbc5f43cfc07840bd12ec3842d8fa2b5b2dde49,3,101,484,11132,122,repos\openai-translator\tsconfig.json,1,1,1,1,1,1,1,1
SwitchHosts,https://github.com/oldj/SwitchHosts,4,80,2721,10,236,26710,331,repos\SwitchHosts\tsconfig.json,1,1,1,1,1,1,1,1,42,13,2011-09-02T09:38:09Z,8123314733d1e212bffcb283230f585010d7129a,4,80,2721,26395,310,repos\SwitchHosts\tsconfig.json,1,1,1,1,1,1,1,1
docz,https://github.com/doczjs/docz,0,174,363,324,158,10622,5581,repos\docz\tsconfig.json,1,1,1,1,1,1,1,1,127,6,2018-03-17T04:24:10Z,91602d1759610b03f3a2a019a1a6269f4ff3d93a,0,174,363,10622,5581,repos\docz\tsconfig.json,1,1,1,1,1,1,1,1
refine,https://github.com/refinedev/refine,17,1197,8482,352,4464,451463,16017,repos\refine\tsconfig.json,0,0,0,0,0,0,0,0,1000,3,2021-01-20T12:01:32Z,a2b5eefd7a82c002d9f4d6e979223004f3d6285c,17,1040,7541,398905,15277,repos\refine\tsconfig.json,0,0,0,0,0,0,0,0
InvokeAI,https://github.com/invoke-ai/InvokeAI,3,42,4492,2,838,108173,125,not_found,0,0,0,0,0,0,0,0,123,2,2022-08-17T01:04:27Z,f793fdf3d44e2b6ce6e08469beca7c46a708a282,2,3,3222,81221,785,not_found,0,0,0,0,0,0,0,0
redoc,https://github.com/Redocly/redoc,0,102,1063,10,184,15109,216,repos\redoc\tsconfig.json,0,1,0,0,0,0,0,0,91,9,2015-10-30T12:53:02Z,b2d8e0f5b759ec16438c89d4840bce8da767fc9d,0,102,1059,15221,412,repos\redoc\tsconfig.json,0,1,0,0,0,0,0,0
react-navigation,https://github.com/react-navigation/react-navigation,0,74,1570,14,12,37791,317,repos\react-navigation\tsconfig.json,1,1,1,1,1,1,1,1,1000,7,2017-01-26T19:51:40Z,7d109cf1ff051f2cdd76de7138f6dbbabdd1ff91,0,79,1374,32350,187,repos\react-navigation\tsconfig.json,1,1,1,1,1,1,1,1
Reactive-Resume,https://github.com/AmruthPillai/Reactive-Resume,0,2,561,20,438,40171,203,repos\Reactive-Resume\tsconfig.base.json,0,1,0,0,0,0,0,0,87,4,2020-03-25T14:08:22Z,9acf7e8d221cc37d549a08a86a8435c2344521fe,0,2,332,31096,164,repos\Reactive-Resume\tsconfig.base.json,0,0,0,0,0,0,0,0
motion,https://github.com/framer/motion,0,544,2072,34,892,52202,4057,not_found,0,0,0,0,0,0,0,0,0,6,2018-11-16T09:48:38Z,c6b5034bae7fbd43fee807446ee2ee2f31e4927c,0,498,1911,45167,854,not_found,0,0,0,0,0,0,0,0
react-redux,https://github.com/reduxjs/react-redux,14,60,259,16,66,6042,657,repos\react-redux\tsconfig.json,0,0,0,0,0,0,0,0,132,9,2015-07-11T17:32:01Z,6ca2d66e4069179c87c2ffc23080d95c09f05766,22,61,277,6453,746,repos\react-redux\tsconfig.json,1,1,1,1,1,1,1,1
hey,https://github.com/heyxyz/hey,1,553,2258,10,758,71466,43,not_found,0,0,0,0,0,0,0,0,0,2,2022-03-19T15:01:46Z,7109bec62a0d9dd1f819ce34d3c2c6d3ce0a4329,2,46616,47319,333885,309,not_found,0,0,0,0,0,0,0,0
nx,https://github.com/nrwl/nx,15,734,13936,102,4966,372446,6126,repos\nx\tsconfig.base.json,0,0,0,0,0,0,0,0,841,7,2017-08-11T18:50:23Z,b4faf2dd3b3fbcade856121d892ac2402fd14e37,12,636,10339,271087,4995,repos\nx\tsconfig.base.json,0,0,0,0,0,0,0,0
vant,https://github.com/youzan/vant,3,29,2194,52,696,40104,2352,repos\vant\tsconfig.json,1,1,1,1,1,1,1,1,269,7,2017-04-19T07:55:31Z,79834a158475d57f174d5ff58605752d77cc168b,3,30,2148,39165,2350,repos\vant\tsconfig.json,1,1,1,1,1,1,1,1
fingerprintjs,https://github.com/fingerprintjs/fingerprintjs,0,1,303,0,130,5333,0,repos\fingerprintjs\tsconfig.json,1,1,1,1,1,1,1,1,61,9,2015-02-11T08:49:54Z,1a1b8fa833a1ebc4d9dc2b2269e86a2f8d25fba3,0,1,296,5277,0,repos\fingerprintjs\tsconfig.json,1,1,1,1,1,1,1,1
github1s,https://github.com/conwnet/github1s,0,58,1574,34,228,16521,1076,repos\github1s\tsconfig.json,1,1,1,1,1,1,1,1,49,5,2019-06-16T09:55:25Z,ecb9ce6bccfe6ecda1d50a21d75f72269430394d,0,101,2087,23322,1097,repos\github1s\tsconfig.json,1,1,1,1,1,1,1,1
Bilibili-Evolved,https://github.com/the1812/Bilibili-Evolved,4,136,1929,308,1074,39717,1317,repos\Bilibili-Evolved\tsconfig.json,0,0,0,0,0,0,0,0,168,6,2018-07-16T07:48:06Z,804fc15db06279508d66a207385419eb6e89eb77,4,125,1770,36346,1180,repos\Bilibili-Evolved\tsconfig.json,0,0,0,0,0,0,0,0
yup,https://github.com/jquense/yup,15,193,553,8,92,10056,352,repos\yup\tsconfig.json,0,0,0,1,0,0,0,0,11,10,2014-09-22T23:54:22Z,a58f02d2f6164c46a9757a818eebac582f7a441c,15,190,534,9772,352,repos\yup\tsconfig.json,0,0,0,1,0,0,0,0
driver.js,https://github.com/kamranahmedse/driver.js,2,4,74,0,32,2156,0,repos\driver.js\tsconfig.json,1,1,1,1,1,1,1,1,15,6,2018-03-11T19:52:13Z,ca680f04e1f4ebc62ce6fa6c13170a88abbcd097,2,4,74,2141,0,repos\driver.js\tsconfig.json,1,1,1,1,1,1,1,1
intro.js,https://github.com/usablica/intro.js,1,33,395,26,166,21306,14899,repos\intro.js\tsconfig.json,0,1,1,0,0,1,1,1,38,11,2013-03-10T15:12:45Z,5134f4dc0d9b2db7cd47fc7e860d6584774e4617,12,3,258,19487,15864,repos\intro.js\tsconfig.json,0,1,1,0,0,1,1,1
jitsi-meet,https://github.com/jitsi/jitsi-meet,273,700,6768,122,2266,198990,14529,not_found,0,0,0,0,0,0,0,0,67,11,2013-12-16T12:51:09Z,0b6705610c95e6865101c98e6dfb9bb72e8e83af,266,712,6351,190182,14597,not_found,0,0,0,0,0,0,0,0
umami,https://github.com/umami-software/umami,0,258,1845,36,404,28069,1096,repos\umami\tsconfig.json,1,0,1,1,1,0,1,1,90,4,2020-07-17T07:59:00Z,a34747578f850b5745ca0f986017e90fb8b3698f,0,45,744,20063,10716,repos\umami\tsconfig.json,1,0,1,1,1,0,1,1
grapesjs,https://github.com/GrapesJS/grapesjs,256,912,2181,84,804,105414,38042,not_found,0,0,0,0,0,0,0,0,102,8,2016-01-22T00:23:19Z,8025b95a645907574389e950f32950190ceb602c,284,1513,4296,74181,6519,repos\grapesjs\tsconfig.json,1,1,1,1,1,1,1,1
react-bootstrap,https://github.com/react-bootstrap/react-bootstrap,12,91,377,546,48,33125,8527,repos\react-bootstrap\tsconfig.json,0,0,0,0,0,0,0,0,64,11,2013-12-27T19:06:07Z,a58a0cd6e548c653cda23ed529f3cff69ec123cc,11,87,372,33204,8642,repos\react-bootstrap\tsconfig.json,0,0,0,0,0,0,0,0
windows95,https://github.com/felixrieseberg/windows95,0,12,45,16,26,2709,1080,repos\windows95\tsconfig.json,0,1,0,0,0,1,1,0,14,6,2018-08-23T05:04:38Z,62f8eb2696eb458623a2a45ac5c3afc8525c772a,0,12,45,2709,1080,repos\windows95\tsconfig.json,0,1,0,0,0,1,1,0
sweetalert,https://github.com/t4t5/sweetalert,0,19,832,22,98,149422,147718,repos\sweetalert\tsconfig.json,0,0,0,0,0,1,0,0,13,10,2014-09-30T11:12:48Z,d927c9bbc66bd26380dc360a71e1876d284a7faf,0,19,832,149422,147718,repos\sweetalert\tsconfig.json,0,0,0,0,0,1,0,0
nextui,https://github.com/nextui-org/nextui,58,104,1263,42,2064,115417,2445,repos\nextui\tsconfig.json,1,1,1,1,1,0,1,1,1000,3,2021-04-22T13:06:23Z,57cafa06d05656a0d3936c3a8ba832bea0808f75,40,77,1107,96146,1424,repos\nextui\tsconfig.json,1,1,1,1,1,1,1,1
squoosh,https://github.com/GoogleChromeLabs/squoosh,2,35,892,122,238,13640,3004,repos\squoosh\tsconfig.json,0,0,0,0,0,0,0,0,0,6,2018-03-07T22:42:03Z,d87eff7645c151c2f4365c2515c71f4e56ed71ca,2,35,886,13614,2999,repos\squoosh\tsconfig.json,0,0,0,0,0,0,0,0
budibase,https://github.com/Budibase/budibase,82,1307,5827,784,2026,130704,37642,not_found,0,0,0,0,0,0,0,0,527,5,2019-06-07T11:03:41Z,c1018915d7fc604f9755a8326dc46791b824af50,122,1314,4755,105973,30344,not_found,0,0,0,0,0,0,0,0
focalboard,https://github.com/mattermost-community/focalboard,0,118,2745,18,230,39142,285,not_found,0,0,0,0,0,0,0,0,116,4,2020-10-06T16:46:23Z,cbc71b3af7c012180acf3198bee145511b84b2c0,2,136,2843,42045,598,not_found,0,0,0,0,0,0,0,0
sst,https://github.com/sst/sst,6,145,1169,34,1230,64151,193,not_found,0,0,0,0,0,0,0,0,769,4,2020-08-04T20:28:14Z,,6,145,1169,64151,193,not_found,0,0,0,0,0,0,0,0
chatbox,https://github.com/Bin-Huang/chatbox,1,21,365,4,108,9366,198,repos\chatbox\tsconfig.json,1,1,1,1,1,1,1,1,44,1,2023-03-06T12:22:15Z,6ec8e854bfea77eed362c1920eb2ea57767be591,0,9,108,3444,177,repos\chatbox\tsconfig.json,1,1,1,1,1,1,1,1
clash-verge,https://github.com/zzzgydi/clash-verge,0,0,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0,54,3,2021-12-04T06:31:50Z,0cf40f6bdf9d61c96fdf3c3a2cf8b718aa32945d,0,0,0,0,0,not_found,0,0,0,0,0,0,0,0
generator-jhipster,https://github.com/jhipster/generator-jhipster,4,500,2219,26,1480,69390,2664,not_found,0,0,0,0,0,0,0,0,41,11,2013-10-21T20:07:22Z,bb1b0e6c7f601973ecb7c72c2f5f049fec091976,0,213,174,16326,2188,not_found,0,0,0,0,0,0,0,0
OI-wiki,https://github.com/OI-wiki/OI-wiki,0,2,127,6,16,1274,44,repos\OI-wiki\tsconfig.json,0,0,1,0,0,0,0,0,0,6,2018-07-11T03:28:14Z,16caa5514a85f3b07058451d4dd08676913da28b,0,2,127,1161,12,repos\OI-wiki\tsconfig.json,0,0,1,0,0,0,0,0
qwik,https://github.com/QwikDev/qwik,29,951,5336,138,1150,132412,27226,repos\qwik\tsconfig.json,1,1,1,1,1,1,1,1,191,3,2021-05-19T15:33:32Z,92f25104f44a6e8fd12b91569fcb13039dca1f85,19,987,5350,122877,27214,repos\qwik\tsconfig.json,1,1,1,1,1,1,1,1
react-dnd,https://github.com/react-dnd/react-dnd,2,171,798,38,350,11975,918,repos\react-dnd\tsconfig.json,0,0,0,0,0,0,0,0,138,10,2014-10-19T13:29:28Z,7c88c37489a53b5ac98699c46a506a8e085f1c03,2,171,798,11975,918,repos\react-dnd\tsconfig.json,0,0,0,0,0,0,0,0
blueprint,https://github.com/palantir/blueprint,1,228,4469,26,582,122501,479,not_found,0,0,0,0,0,0,0,0,111,8,2016-10-25T21:17:50Z,49f0228fb500dce1a39747ef4516fa5f02be24c4,1,227,4353,116840,763,not_found,0,0,0,0,0,0,0,0
rxdb,https://github.com/pubkey/rxdb,15,1391,3683,1314,1098,131428,77402,not_found,0,0,0,0,0,0,0,0,466,8,2016-12-02T19:34:42Z,cc9fb46947f90a42c8b0c6f7654cccc9c5bfe7a2,10,1309,3306,123050,76417,not_found,0,0,0,0,0,0,0,0
wechaty,https://github.com/wechaty/wechaty,0,64,331,8,170,11778,12,repos\wechaty\tsconfig.json,0,0,0,0,0,0,0,0,22,8,2016-05-01T14:36:45Z,868d85e32e7c8caff0c9b8775b94ba60e12ad7f0,0,64,331,11777,12,repos\wechaty\tsconfig.json,0,0,0,0,0,0,0,0
Babylon.js,https://github.com/BabylonJS/Babylon.js,0,3242,33006,236,4030,588486,41258,repos\Babylon.js\tsconfig.json,0,1,0,1,0,1,1,0,416,11,2013-06-27T20:40:42Z,e506213cc38026d1d76667cee44b048c487cd424,0,2966,30460,521117,37276,repos\Babylon.js\tsconfig.json,0,1,0,1,0,1,1,0
NativeBase,https://github.com/GeekyAnts/NativeBase,77,905,917,44,654,52112,562,repos\NativeBase\tsconfig.json,1,1,1,1,1,1,1,1,227,8,2016-04-15T11:37:23Z,3c130f131a20a371364837b1261fb2131d9a0771,77,905,917,52112,562,repos\NativeBase\tsconfig.json,1,1,1,1,1,1,1,1
hono,https://github.com/honojs/hono,7,106,1811,10,400,21210,269,repos\hono\tsconfig.json,1,1,1,1,1,1,1,1,329,3,2021-12-14T20:05:30Z,d6cd2720ea4a8f8be26d1b0cd22b7c0095a9147e,21,63,2115,15268,248,repos\hono\tsconfig.json,1,1,1,1,1,1,1,1
graphql-js,https://github.com/graphql/graphql-js,0,53,1670,66,532,68023,1746,repos\graphql-js\tsconfig.json,1,1,1,1,1,1,1,1,155,9,2015-06-30T12:16:50Z,8a95335f545024c09abfa0f07cc326f73a0e466f,0,53,1622,66105,1891,repos\graphql-js\tsconfig.json,1,1,1,1,1,1,1,1
vueuse,https://github.com/vueuse/vueuse,0,227,1234,2,764,27016,119,repos\vueuse\tsconfig.json,1,1,1,1,1,1,1,1,284,5,2019-12-14T06:44:59Z,bacf40299b328af7f4acd0c14a3ec72a35197821,3,218,1203,25445,114,repos\vueuse\tsconfig.json,1,1,1,1,1,1,1,1
